TIME,GEO,CROPS,STRUCPRO,Value,Flag_and_Footnotes
2021,Malta,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.00,n
2021,Malta,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Malta,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Netherlands,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Netherlands,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Netherlands,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Netherlands,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Netherlands,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Austria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Austria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Austria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Austria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Austria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Poland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Poland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Poland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Poland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Poland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Portugal,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Portugal,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Portugal,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Portugal,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Portugal,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Romania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Romania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Romania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Romania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Romania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Slovenia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Slovenia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Slovenia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Slovenia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Slovenia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Slovakia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Slovakia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Slovakia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Slovakia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Slovakia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Finland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Finland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Finland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Finland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Finland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Sweden,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Sweden,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Sweden,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Sweden,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Sweden,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Iceland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Iceland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Iceland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Iceland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Iceland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.00,n
2021,Norway,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Norway,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Norway,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Norway,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Norway,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Switzerland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Switzerland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Switzerland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Switzerland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Switzerland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,United Kingdom,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,United Kingdom,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,United Kingdom,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,United Kingdom,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,United Kingdom,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Montenegro,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Montenegro,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Montenegro,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Montenegro,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Montenegro,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Macedonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Macedonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Macedonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Macedonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Macedonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Albania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Albania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Albania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Albania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Albania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Serbia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Serbia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Serbia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Serbia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Serbia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Turkey,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Turkey,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2021,Turkey,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2021,Turkey,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2021,Turkey,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2021,Bosnia and Herzegovina,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2021,Bosnia and Herzegovina,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
